用户ID,用户名,所在地,性别,认证状态,认证类型,认证理由,个人描述,信用等级,公司,学校,生日,创建时间,粉丝数,关注数,微博数,获评转赞总数,获评论数,获转发数,获点赞数
1028838012,蒲公英花心,吉林 白山,男,未认证,普通用户,无,我的生活、我的态度、我的选择-新浪微博！,信用较好,未知,吉林电子信息职业技术学院,1983-03-25 白羊座,2011-12-14 16:06:59,47,12,922,160,51,19,90
7506793632,蓝色无名小花,安徽,女,未认证,普通用户,无,,信用较好,未知,未知,2002-01-01 摩羯座,2020-09-24 10:46:03,2,248,78,18,1,0,17
1573694967,蔓言OL,北京,女,已认证,名人,头条文章作者,教育博主：教育学硕士、文学、经济学双学位。曾任大学教师、出版社编辑、中小学阅读写作讲师、撰稿人。致力于阅读写作指导。微博均原创，勿抄袭转载！,信用极好,未知,北京语言大学,1983-06-06 双子座,2009-10-13 23:32:04,21687,508,3087,5万,"11,088","15,610","22,810"
7035073428,蔡柳絮,浙江 温州,男,未认证,普通用户,无,以梦为马，不负韶华,信用较好,未知,厦门大学,2003-04-21 金牛座,2019-03-17 09:07:39,6,140,17,52,7,0,45
3687304521,蕤宾十四-,北京,女,未认证,普通用户,无,废话生产机，但稳定性差,信用较好,未知,北京外国语大学,金牛座,2014-01-27 19:29:12,66,425,1766,6290,"2,886",95,"3,309"
7107102816,薛狗DAN,湖北,男,未认证,普通用户,无,,信用较好,未知,未知,2002-12-09 射手座,2019-04-30 20:18:37,3,34,140,65,14,0,51
1878747920,薪悦诚服,四川 成都,男,未认证,普通用户,无,"记录走过的路和踩过的坑,留个窗口看世界",信用较好,未知,未知,天秤座,2011-01-27 19:26:55,820,1109,7176,365,43,84,238
5719733243,蚂蚁牙可白,浙江,女,未认证,普通用户,无,我的老板是傻❌……,信用较好,未知,未知,1999-11-10 天蝎座,2015-10-06 22:25:58,497,4077,38819,1.4万,"4,538","1,259","8,357"
7545428827,蛋饺拉屎,其他,男,未认证,普通用户,无,（镇魂）大笑 痛哭 怒骂,信用较好,未知,未知, ,2021-01-03 19:38:55,21,1071,483,96,16,1,79
5324055786,蜗牛哥1983,四川 成都,男,未认证,普通用户,无,命中自带驼背buff,信用较好,未知,四川音乐学院,白羊座,2014-10-10 16:43:22,35,67,97,223,76,3,144
7371444513,蜜柑太陽,其他,女,未认证,普通用户,无,和自己周旋,信用较好,未知,未知,2000-01-04 摩羯座,2020-01-13 17:59:11,285,595,4373,2.1万,"3,449",169,"17,637"
2978060961,蜜蜜小甜瓜,海南,女,未认证,普通用户,无,我的微博只有哈哈哈哈哈哈哈哈哈哈,信用较好,未知,未知,双子座,2012-09-29 21:56:29,212,337,3738,1046,451,134,461
1980495435,蜡笔小旧labi,其他,女,未认证,普通用户,无,,信用较好,未知,未知,摩羯座,2011-02-20 22:25:54,116,380,462,74,16,7,51
7478049607,蝴蝶飞过废墟7,江苏 镇江,男,未认证,普通用户,无,7️⃣7️⃣7️⃣,信用较好,未知,未知,1974-01-16 摩羯座,2020-07-09 17:59:05,41,722,730,598,158,6,434
5591102918,行僧不远行,其他,男,未认证,普通用户,无,,信用较好,未知,未知,1900-01-01 摩羯座,2015-04-20 19:30:16,190,472,25858,1476,131,760,585
6843746469,被动患者cmw,福建 福州,男,未认证,普通用户,无,,信用较好,百洋医药,未知,1992-09-20 处女座,2018-11-13 15:42:18,45,736,5859,680,203,28,449
1859095021,被贴脸开大,广东 广州,男,未认证,普通用户,无,梦一场,信用极好,工业制造,福州大学,1994-07-28 狮子座,2010-11-13 12:19:40,71,625,1144,728,378,82,268
2161381393,西-sissy,北京,女,未认证,普通用户,无,爱和本爱的都应该是相声,信用极好,未知,未知,1996-04-25 金牛座,2011-06-03 16:18:51,281,95,1310,2811,698,127,"1,986"
7084728163,西南交大新传余一点学长,四川,男,未认证,普通用户,无,咨询🛰️：cwxcky01 👸🏻好：川味新传考研,信用较好,川味新传考研,西南交通大学犀浦校区,1997-04-17 白羊座,2019-04-17 22:32:22,4064,89,821,3209,"1,153",540,"1,516"
7818809678,西斯克讨厌吃香菜,海外 西班牙,男,未认证,普通用户,无,有趣的简介也吸引不到粉丝,信用较好,未知,未知, ,2023-02-01 17:53:32,10,39,385,178,110,6,62
2675403251,西浣洁yl,河南 郑州,女,未认证,普通用户,无,,信用极好,未知,未知,,2012-03-21 17:06:34,477,1166,4911,2955,"1,930",344,681
5033391699,西风吹不散东雪,山东 临沂,男,已认证,名人,超话主持人（没事唠唠嗑超话）,♥天青色等烟雨，而我在等你♥,信用极好,未知,聊城大学,1994-02-12 水瓶座,2014-02-12 13:56:47,2613,499,570,8685,"3,863",12,"4,810"
1763950910,要勇敢坚定地做个狼人,广东 广州,女,未认证,普通用户,无,你是宝石是宝石啊,信用较好,未知,未知,狮子座,2010-06-19 17:26:51,268,493,20841,6813,"3,317","1,961","1,535"
1282853651,观己观己,其他,男,未认证,普通用户,无,,信用较好,海通期货,未知,1983-05-17 金牛座,2011-07-28 16:30:46,177,610,2153,165,87,25,53
7452696623,记住布灵,安徽,女,未认证,普通用户,无,,信用较好,未知,未知,1996-06-01 双子座,2020-05-07 15:56:44,38,105,43,93,66,4,23
1193210930,评论员曹林,北京 东城区,男,已认证,名人,评论名人曹林,爱评论，爱美女，爱爬山,信用极好,未知,华中科技大学,1978-05-04 金牛座,2009-08-26 10:17:12,2549987,1957,28465,252.9万,"717,710","1,397,042","413,779"
7550485949,评论员菠萝特,其他,男,未认证,普通用户,无,,信用较好,未知,未知, ,2021-01-15 15:40:33,20,79,99,146,36,1,109
2128637817,说互联网,北京,男,已认证,名人,微博原创视频博主,本人言论仅代表本人手机,信用极好,未知,未知,巨蟹座,2011-05-11 19:13:27,113590,452,10110,4万,"8,434","5,388","26,474"
7036365992,请重复我们这里没有爱-,其他,女,未认证,普通用户,无,还在心存幻想吗,信用较好,未知,未知, ,2019-03-18 17:01:57,34,214,439,1010,547,9,454
5448870415,诺诺nuonuo1227,浙江 杭州,女,未认证,普通用户,无,星空辽阔 群山万座,信用较好,未知,未知,1996-02-15 水瓶座,2014-12-25 07:11:51,63,304,138,141,61,0,80
1440609611,谋生谋爱某人,江苏 南京,女,未认证,普通用户,无,,信用较好,未知,未知,1981-03-15 双鱼座,2011-05-11 17:10:15,160,1222,14959,121,8,24,89
7822813270,赋剑渺尘徽,其他,男,未认证,普通用户,无,,信用一般,未知,未知, ,2023-02-23 12:08:43,89,95,880,464,158,37,269
5309120747,赶紧滚去读书,其他,女,未认证,普通用户,无,有梦想的幻想家🙉,信用较好,未知,未知, ,2015-01-03 06:38:52,74,197,423,1008,619,10,379
3974207158,超级有钱孩-,海外,男,未认证,普通用户,无,,信用较好,未知,未知,天蝎座,2014-01-11 21:51:44,294,393,154,153,50,12,91
6994794183,超级爱吃美食的瘦瘦小美女,四川,女,未认证,普通用户,无,,信用较好,未知,未知,2000-09-24 天秤座,2019-02-14 12:16:08,75,433,5718,1.1万,"3,538",81,"6,902"
6161317572,超级金枪鱼1212,辽宁 大连,男,未认证,普通用户,无,,信用较好,未知,未知,1963-12-12 射手座,2017-03-06 17:49:01,586,1966,4885,432,346,6,80
2386071101,跟所有的烦恼说拜拜哦,重庆 沙坪坝区,女,未认证,普通用户,无,早点逃离,信用极好,未知,未知,金牛座,2011-09-28 11:38:58,220,870,1174,1001,764,12,225
1768041693,路人丁彡,河南,男,未认证,普通用户,无,寒江孤影 江湖故人 相逢何必曾相识……,信用较好,未知,未知,1990-07-28 狮子座,2010-07-04 23:12:27,281,5269,3606,1753,666,131,956
5655326301,路痴歌,吉林,女,未认证,普通用户,无,,信用较好,未知,未知,双子座,2015-07-18 22:25:34,150,1747,3556,186,53,1,132
2189815340,路过麦田,湖南 长沙,女,已认证,企业,	路过麦田官方微博,专业窗帘墙纸搭配设计 微信：lgmt002 电话：18692215628,信用较好,未知,未知,摩羯座,2011-06-23 17:19:14,3147,4123,1105,1.6万,"4,697","11,022",15
7794448202,身强体壮皮厚大大怪将军,湖南,女,未认证,普通用户,无,正视！大胆去经历吧（ps：骂我的人都反弹给你自己,信用较好,未知,未知,白羊座,2022-10-04 08:45:07,2,151,6170,600,89,83,428
5880907140,轰天雪獒,河北,男,未认证,普通用户,无,无念无想，无敌无我,信用较好,未知,河北科技大学,1997-10-15 天秤座,2016-03-13 14:22:29,16,911,130,276,71,1,204
5904127629,达美乐合肥开店了么,安徽,男,未认证,普通用户,无,,信用较好,未知,未知,1993-07-22 巨蟹座,2016-04-21 20:51:29,92,223,917,504,109,279,116
7813620936,迅哥的后现代生活,内蒙古,男,未认证,普通用户,无,应似飞鸿踏雪泥,信用较好,未知,未知,2000-11-19 天蝎座,2023-01-08 23:54:10,20,116,275,132,73,5,54
1584880562,这个名字肯定没人叫了,江苏 徐州,男,未认证,普通用户,无,捣鬼有术，也有效，然而有限，所以以此成大事者，古来无有。,信用较好,未知,未知,白羊座,2010-11-30 08:39:35,68,1238,1916,363,44,112,207
7846746601,这谁订婚,河北,男,未认证,普通用户,无,,信用一般,未知,未知,1995-12-13 射手座,2023-06-19 10:44:04,1,68,32,3,0,0,3
3786180724,逯七一,江苏,女,未认证,普通用户,无,🧘‍♀️三十而已，早睡早起。,信用较好,未知,未知,1994-09-21 处女座,2013-09-12 11:13:34,4731,377,736,1169,545,45,579
2559572431,道为简,广东 深圳,女,未认证,普通用户,无,追逐本质，万勿迷失。,信用较好,未知,天津农学院,金牛座,2011-12-29 11:44:11,421,374,1597,2190,"1,171",65,954
1772360675,那年三月,海南 海口,男,未认证,普通用户,无,【微言大义，记录成长着的中国！！】,信用较好,未知,国防大学,天蝎座,2010-07-11 07:52:24,1186,2703,13687,2273,447,"1,395",431
5895067029,邱邱驿站,广东 广州,女,未认证,普通用户,无,Go higher.,信用较好,未知,未知, ,2016-04-09 17:59:49,101,292,882,146,46,47,53
2610806555,邹振东,福建 厦门,男,已认证,名人,厦门大学新闻传播学院教授  2023微博年度新知博主,,信用极好,未知,未知,,2012-02-09 14:34:49,377619,358,1095,35.6万,"42,395","43,436","270,061"
6137743757,郗励HK,香港,男,未认证,普通用户,无,,信用较好,未知,未知, ,2017-02-10 15:40:04,51880,185,2121,17.9万,"20,790","20,807","137,813"
1876451305,郭啊蝈,江苏 南通,女,未认证,普通用户,无,关注值得关注的,信用较好,未知,未知, ,2010-11-27 22:09:16,344,564,366,157,63,3,91
6657891486,酱子疯,其他,男,未认证,普通用户,无,就这样吧,信用较好,未知,未知,1984-04-14 白羊座,2018-08-25 01:07:13,28,183,435,1236,269,46,921
7198624210,酷兔兔了,其他,男,未认证,普通用户,无,,信用较好,未知,未知,1994-05-01 金牛座,2019-06-17 18:15:00,80,887,4337,258,93,3,162
3251499982,采言官张牧之,北京 通州区,男,未认证,普通用户,无,专栏作者，自由撰稿人，舆情分析师,信用较好,华云数海（北京）传媒科技有限公司,中央民族大学,巨蟹座,2013-03-30 18:38:01,627,1634,3415,1769,328,160,"1,281"
1825190691,野人小平,北京 东城区,女,未认证,普通用户,无,废柴一枚，挚爱山海⛰️🌊,信用极好,未知,未知,,2010-10-27 13:37:31,1388,763,1386,1856,"1,529",129,198
7811575291,野生茱丽叶,江西,女,未认证,普通用户,无,上升的一切必将汇合,信用一般,未知,未知,2000-12-13 射手座,2022-12-31 00:42:25,6,129,974,903,326,4,573
7506114889,金融点评君,其他,男,未认证,普通用户,无,江苏头部券商原从业人员，上市公司证券部员工,信用较好,未知,未知, ,2020-09-24 07:24:38,860,3978,10879,1184,414,306,464
1343654391,金霓老师,福建 厦门,男,未认证,普通用户,无,,信用极好,未知,厦门大学,1997-12-02 射手座,2013-08-15 04:03:50,18917,470,1102,8192,"1,916",863,"5,413"
1109892887,钢铁战士仰望星空,安徽 马鞍山,男,未认证,普通用户,无,崎岖本是征人路风雪难磨战士姿,信用较好,市属企业,合肥工业大学,,2012-05-13 14:39:50,299,146,8176,149,26,27,96
6533542930,银河系街遛子,贵州,男,未认证,普通用户,无,,信用较好,未知,未知, ,2018-04-22 22:11:58,189,225,2536,131,26,28,77
5041665540,锦瑟_97291,陕西 商洛,女,未认证,普通用户,无,,信用较好,未知,未知,1985-08-16 狮子座,2014-02-19 17:06:14,36,5526,27154,160,27,8,125
6343041580,键盘蛆退散,其他,男,未认证,普通用户,无,不看评论，不看私信，键盘蛆是不是很气？谢谢点赞！可怕，发现评论的人均键盘蛆,信用较好,未知,未知, ,2017-08-14 08:32:42,1,117,245,64,4,1,59
2028521813,长大后我就成了我,江苏 南京,女,未认证,普通用户,无,to 愤怒 哭泣 口头宣泄 感受  🌟一万次悲伤·依然会有dream,信用较好,未知,未知,巨蟹座,2011-03-16 13:41:39,300,347,6590,1.1万,"2,598",920,"7,613"
6792885381,长平一过客尔,其他,男,未认证,普通用户,无,谢谢关注。,信用一般,未知,未知, ,2018-10-24 23:47:42,1077,91,17,0,0,0,0
7350428085,长长长吉,北京,男,未认证,普通用户,无,心思细腻 无如长吉,信用较好,海文考研,山西财经大学,2021-10-15 天秤座,2019-12-08 01:09:35,1,50,17,11,2,0,9
6241645254,闭上眼睛养个神儿,山东,女,未认证,普通用户,无,,信用较好,未知,未知, ,2017-05-12 10:41:13,404,991,32604,651,174,64,413
7277445768,问晚不早安_,山东 青岛,女,未认证,普通用户,无,永远追求真爱和自由✨,信用较好,未知,浙江传媒学院,处女座,2019-08-09 08:20:20,255,494,5923,1.2万,"2,644","1,286","8,211"
5031745833,闲鱼怎么你了,其他,女,未认证,普通用户,无,opnp/ 已黑化/废话多/有素质的小女孩/镇魂,信用较好,未知,未知,1900-12-31 摩羯座,2014-02-09 15:42:33,176,924,1243,2523,"1,353",15,"1,155"
5622002420,阳光彩虹小黑脸羊,北京,男,未认证,普通用户,无,,信用较好,工业制造,未知, ,2015-05-31 23:21:14,18,142,1185,130,49,3,78
7845598517,阿方-专属微博,重庆,男,未认证,普通用户,无,四方食事，不过一碗人间烟火。,信用一般,未知,湖南大学,1982-06-15 双子座,2023-06-15 15:43:53,1,58,64,19,0,0,19
5050327557,阿瑾正传-,海外 塞浦路斯,女,未认证,普通用户,无,你当像鸟飞向你的山,信用较好,未知,中北大学,2001-04-24 金牛座,2014-02-25 21:02:11,241,519,2546,7460,"2,694",49,"4,717"
2484628671,阿甘2484628671,湖北 武汉,男,未认证,普通用户,无,,信用较好,未知,湖北经济学院, ,2012-04-01 16:08:43,47,488,3912,393,216,67,110
6990914050,阿锋Johnson,广东,男,未认证,普通用户,无,,信用较好,未知,未知, ,2019-02-10 21:50:00,200,1377,18054,398,38,21,339
2593503320,阿雅8876,浙江 温州,女,未认证,普通用户,无,,信用较好,未知,未知,1989-03-01 双鱼座,2011-12-07 15:31:58,78,233,2006,77,14,3,60
1931416883,陆陆1931416883,其他,女,未认证,普通用户,无,,信用较好,未知,未知, ,2011-01-23 09:55:00,515,2161,7540,102,17,42,43
1908961635,陈慢哉,其他,男,未认证,普通用户,无,揭开表皮看问题本质，永远不要沉浸于表面,信用极好,,未知,1992-10-18 天秤座,2011-08-23 19:22:26,1512,6025,14160,6202,"2,186",553,"3,463"
5508641011,陈秋轩的微博,江苏,男,未认证,普通用户,无,琴瑟愿与共沐春秋,信用较好,媒体/公关,南京晓庄学院,1997-09-08 处女座,2015-02-04 09:43:13,90,280,257,630,262,17,351
1881413207,随雨風落,其他,女,未认证,未知,无,咸鱼打杂一名,信用较好,未知,未知,双鱼座,2010-12-03 20:10:22,214,5074,10924,774,364,77,333
1784687261,隔云相望,湖北 襄阳,女,未认证,普通用户,无,,信用较好,未知,华中师范大学, ,2010-07-26 19:31:45,36,374,5540,88,28,30,30
7206911795,隔壁苗,河南,女,未认证,普通用户,无,忙忙碌碌一学生,信用较好,未知,未知,2005-01-23 水瓶座,2019-06-25 09:19:14,4,398,1862,872,168,35,669
2984612420,雏歌TinTin,上海 宝山区,男,未认证,普通用户,无,天底下有人的地方，发生的事情，其实都差不多。,信用较好,未知,未知, ,2012-09-03 07:06:47,335,1004,513,86,32,6,48
7391523586,雨巷激战2020,河南 郑州,男,未认证,普通用户,无,日本脱亚入欧，我们却是脱亚入非,信用较好,未知,未知,1986-10-16 天秤座,2020-02-13 14:07:49,264,2487,22940,3168,162,"2,147",859
7516247670,雪地华夫饼,其他,女,未认证,普通用户,无,镇魂 | 小梨脆脆冰,信用较好,未知,未知,双子座,2020-10-26 09:51:34,105,335,1504,1592,569,25,998
2851745397,零壹零壹零壹零,福建 宁德,男,未认证,普通用户,无,Hold the thing beautiful.,信用较好,未知,未知,1994-04-01 白羊座,2012-07-04 19:42:42,161,178,269,488,294,14,180
2216334181,雷斯林Raist,上海 徐汇区,男,已认证,名人,作家，著有《你是那些年里最烈的酒》  2024微博年度新知博主,微博合作请联系： QQ：634485468,信用极好,未知,未知,金牛座,2011-07-03 20:39:11,1242850,1793,17796,846.7万,"760,747","1,091,394","6,614,656"
3129842465,霍格沃兹啊,上海 闸北区,男,未认证,普通用户,无,,信用较好,未知,未知,水瓶座,2012-11-19 21:03:28,211,162,1229,54,21,7,26
7770761761,霍清晏Sissi,湖南,男,未认证,普通用户,无,,信用较好,未知,未知,2022-10-01 天秤座,2022-07-11 11:17:27,54,523,1865,729,102,231,396
1677495923,露啦露啦咧Luna,其他,女,未认证,未知,无,已经三分钟没有买东西了,信用较好,未知,未知,1922-07-03 巨蟹座,2011-09-07 17:44:05,387,610,2717,1638,312,"1,256",70
